CRISNO,NAME,YEAR,HISTORY,ACTOR 1,ACTOR 2,A1 NUKES,A2 NUKES,A1 THREAT,A2 THREAT,A1 INTENSITY,A2 INTENSITY,KINETIC,# ACTORS,A1 DEMOCRACY,A2 DEMOCRACY,A1 AWARENESS,A2 AWARENESS,INDEPENDENCE,SALIENCE,A1 OUTCOME,A2 OUTCOME,COMPLEXITY,NOTES,,,,,,,,,,,,,,
301,North/South Yemen II,1979,,YEM,GER,,,,,1,1,0,6,0,0,1,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
301,North/South Yemen II,1979,,USA,YPR,,,,CONVENTIONAL,2,2,1,6,1,1,0,0,0,2,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
301,North/South Yemen II,1979,,USA,RUS,,,,,1,1,0,6,1,0,0,0,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
301,North/South Yemen II,1979,,USA,CUB,,,,,1,1,0,6,1,0,0,0,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
301,North/South Yemen II,1979,,USA,GER,,,,,1,1,0,6,1,0,0,0,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
303,Afghanistan Invasion,1979,,USA,RUS,,,,CONVENTIONAL,2,3,1,4,1,0,0,1,0,3,WIN,LOSS,0,,,,,,,,,,,,,,,
303,Afghanistan Invasion,1979,,AFG,RUS,,,,CONVENTIONAL,3,4,1,4,0,0,0,1,0,3,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
303,Afghanistan Invasion,1979,,PAK,RUS,,,,CONVENTIONAL,4,4,1,4,0,0,0,1,0,3,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
304,Chad/Libya IV,1979,,CHA,LIB,,,,CONVENTIONAL,2,3,1,3,0,0,0,1,0,2,NEUTRAL,NEUTRAL,0,wiki simple,,,,,,,,,,,,,,
304,Chad/Libya IV,1979,,FRN,LIB,,,,CONVENTIONAL,1,2,1,3,0,0,0,1,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
305,Goulimime-Tarfaya RD,1979,,ALG,MOR,,,CONVENTIONAL,,2,1,1,3,0,0,1,0,1,2,NEUTRAL,LOSS,0,,,,,,,,,,,,,,,
305,Goulimime-Tarfaya RD,1979,,RUS,MOR,,,,,1,1,0,3,0,0,1,0,1,1,NEUTRAL,NEUTRAL,0,"supplier of missiles, tanks, etc.",,,,,,,,,,,,,,
307,Rhodesia Settlement,1979,,ZIM,ZAM,,,,CONVENTIONAL,2,3,1,4,0,0,0,1,0,3,NEUTRAL,LOSS,1,outcome is weird because of the cease fire agreement after multiple attempts,,,,,,,,,,,,,,
307,Rhodesia Settlement,1979,,BOT,ZAM,,,,CONVENTIONAL,2,3,1,4,0,0,0,1,0,3,NEUTRAL,LOSS,1,,,,,,,,,,,,,,,
307,Rhodesia Settlement,1979,,MZM,ZAM,,,,CONVENTIONAL,2,3,1,4,0,0,0,1,0,3,NEUTRAL,LOSS,1,,,,,,,,,,,,,,,
309,US Hostages in Iran,1979,,USA,IRN,,,,,0,0,0,0,0,0,0,0,0,0,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
310,Colombia/Nicaragua,1979,,COL,NIC,,,,,0,1,0,0,0,0,0,0,0,0,LOSS,WIN,0,,,,,,,,,,,,,,,
310,Colombia/Nicaragua,1979,,USA,NIC,,,,,0,0,0,0,0,0,0,0,0,0,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
311,Raid on Gafsa,1980,,TUN,LIB,,,CONVENTIONAL,,2,1,1,4,0,0,0,1,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
311,Raid on Gafsa,1980,,FRN,LIB,,,,,1,1,0,4,0,0,0,0,0,1,NEUTRAL,NEUTRAL,1,"most helped make peace, nothing more",,,,,,,,,,,,,,
311,Raid on Gafsa,1980,,TUN,ALG,,,,,1,1,0,4,0,0,0,0,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
311,Raid on Gafsa,1980,,FRN,ALG,,,,,1,1,0,4,0,0,0,0,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
311,Raid on Gafsa,1980,,USA,LIB,,,,,1,1,0,4,0,0,0,0,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
311,Raid on Gafsa,1980,,ALG,LIB,,,,,1,1,0,4,0,0,0,0,0,1,NEUTRAL,NEUTRAL,1,,,,,,,,,,,,,,,
314,Libya Threat-Sadat,1980,,EGY,LIB,,,,,1,1,0,2,0,0,0,1,0,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
315,Solidarity,1980,,GDR,POL,,,,CONVENTIONAL,1,1,0,4,0,0,1,0,0,2,NEUTRAL,NEUTRAL,0,"low threat, labor strike",,,,,,,,,,,,,,
315,Solidarity,1980,,CZE,POL,,,,CONVENTIONAL,1,1,0,4,0,1,1,0,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
315,Solidarity,1980,,RUS,POL,,,,CONVENTIONAL,1,1,0,4,0,1,1,0,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,ISRAEL-IRAN CLASHES IN SYRIA II,2019,1,ISR,IRN,,,CONVENTIONAL,,3,,1,2,1,0,1,1,0,2,WIN,LOSS,0,,,,,,,,,,,,,,,
488,ISRAEL-IRAN CLASHES IN SYRIA,2018,1,IRN,ISR,,,CONVENTIONAL,,3,,1,3,0,1,1,1,0,3,LOSS,WIN,0,,,,,,,,,,,,,,,
494,PULWAMA SUICIDE BOMBING,2019,,,,,,,,,,,,,,,,,,,,,"NOT A CRISIS --REBEL GROUP ATTACK, Sources: https://www.bbc.com/news/world-asia-india-47302467, https://foreignpolicy.com/2019/02/15/pakistan-has-no-more-excuses-for-supporting-terrorism/, https://www.jstor.org/stable/26631532?seq=2",,,,,,,,,,,,,,
485,SHRINE LAL SHAHBAZ ATTACK,2017,,,,,,,,,,,,,,,,,,,,,"NOT A CRISIS --TERROSIST ATTACK, Sources: https://en.wikipedia.org/wiki/Sehwan_suicide_bombing, https://www.issi.org.pk/wp-content/uploads/2017/02/Final_IB_Amina_dated_23-1-2017.pdf",,,,,,,,,,,,,,
478,NAGORNYY-KARABAKH APRIL WAR,2016,2,AZE,ARM,,,CONVENTIONAL,,3,,1,2,0,1,1,1,1,3,WIN,LOSS,1,"Could be coded as a Neutral-Neutral, as the outcome was a ceasefire between the two countries. However, I say AZE wins because 1) sources other than their millitary confirmed that AZE gained disputed territory whereas it is unclear is ARM gained or lost any territory and 2) AZE had a clearer, more effective offensive. Sources: https://www.crisisgroup.org/europe-central-asia/caucasus/azerbaijan/nagorno-karabakh-new-opening-or-more-peril, https://www.azatutyun.am/a/27651576.html, https://en.wikipedia.org/wiki/2016_Nagorno-Karabakh_conflict",,,,,,,,,,,,,,
486,SYRIA CHEMICAL WEAPONS II,2017,4,SYR,USA,,,CONVENTIONAL,,3,,0,3,0,1,1,1,0,4,NEUTRAL,NEUTRAL,1,"could be coded as SYR initiated, with a syrian jet carrying out the chemical attack",,,,,,,,,,,,,,
486,SYRIA CHEMICAL WEAPONS II,2017,4,RUS,USA,,,CONVENTIONAL,,3,,0,3,0,1,1,1,0,4,NEUTRAL,NEUTRAL,1,"could be coded as RUS inititated, as there is some dispute over who (SYR or RUS) initiated the chemical attack",,,,,,,,,,,,,,
489,SYRIA CHEMICAL WEAPONS III,2018,3,SYR,USA,,,CONVENTIONAL,,3,,0,5,0,1,1,1,0,3,NEUTRAL,NEUTRAL,1,"could be coded with SYR government intitiating and UKG, USA retaliating, but this would be interstate conflict w/o external involvement",,,,,,,,,,,,,,
489,SYRIA CHEMICAL WEAPONS III,2018,3,RUS,USA,,,CONVENTIONAL,,3,,0,5,0,1,1,1,0,3,NEUTRAL,NEUTRAL,1,"could be coded with SYR government intitiating and UKG, USA retaliating, but this would be interstate conflict w/o external involvement",,,,,,,,,,,,,,
489,SYRIA CHEMICAL WEAPONS III,2018,3,SYR,UKG,,,CONVENTIONAL,,3,,0,5,0,1,1,1,0,3,NEUTRAL,NEUTRAL,1,"could be coded with SYR government intitiating and UKG, USA retaliating, but this would be interstate conflict w/o external involvement",,,,,,,,,,,,,,
489,SYRIA CHEMICAL WEAPONS III,2018,3,RUS,UKG,,,CONVENTIONAL,,3,,0,5,0,1,1,1,0,3,NEUTRAL,NEUTRAL,1,"could be coded with SYR government intitiating and UKG, USA retaliating, but this would be interstate conflict w/o external involvement",,,,,,,,,,,,,,
480,TORKHAM BORDER INCIDENT,2016,2,AFG,PAK,,,CONVENTIONAL,,1,,1,2,1,1,1,1,0,2,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
495,SOLEIMANI ASSASSINATION,2019,2,USA,IRN,,,CONVENTIONAL,,3,,0,2,1,0,1,1,0,4,NEUTRAL,NEUTRAL,1,"Could be coded as independent in data set, but Soleimani was influential in Syrian Civil War--which includes some cases in this data set",,,,,,,,,,,,,,
487,NORTH KOREA NUCLEAR VII,2017,4,PRK,USA,,,NUCLEAR,,4,,0,4,0,1,1,1,0,4,NEUTRAL,NEUTRAL,0,"USA and ROK conduct drills and launch ballistic missiles at PRK test site, see https://www.theguardian.com/world/2017/sep/04/south-korea-simulates-attack-kim-jong-un-north-korea-nuclear-test-site",,,,,,,,,,,,,,
487,NORTH KOREA NUCLEAR VII,2017,4,PRK,ROK,,,NUCLEAR,,4,,0,4,0,1,1,1,0,4,NEUTRAL,NEUTRAL,0,"USA and ROK conduct drills and launch ballistic missiles at PRK test site, see https://www.theguardian.com/world/2017/sep/04/south-korea-simulates-attack-kim-jong-un-north-korea-nuclear-test-site",,,,,,,,,,,,,,
487,NORTH KOREA NUCLEAR VII,2017,4,PRK,JPN,,,NUCLEAR,,4,,0,4,0,1,1,1,0,4,NEUTRAL,NEUTRAL,0,PRK launches ballistic missile that passes over Japan,,,,,,,,,,,,,,
483,KISANGANI CONFLICT,1999,1,UGA,RWA,,,CONVENTIONAL,,2,,1,3,1,0,1,1,1,1,NEUTRAL,NEUTRAL,1,It is unclear which actor inititiated the conflict,,,,,,,,,,,,,,
483,KISANGANI CONFLICT,1999,1,RWA,UGA,,,CONVENTIONAL,,2,,1,3,0,1,1,1,1,1,NEUTRAL,NEUTRAL,1,It is unclear which actor inititiated the conflict,,,,,,,,,,,,,,
481,OPERATION EUPHRATES SHIELD,2016,2,TUR,SYR,,,CONVENTIONAL,,3,,1,3,1,0,1,1,0,3,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
491,SEA OF AZOV,2018,3,RUS,UKR,,,CONVENTIONAL,,2,,0,2,0,1,1,1,1,2,WIN,LOSS,0,,,,,,,,,,,,,,,
496,ABQAIQ OIL STRIKE,2019,4,IRN,SAU,,,ECONOMIC,,3,,0,2,0,1,1,1,0,3,WIN,LOSS,0,"Investigations found that Iran was behind the strike, but Yemen's Houthi movement claims responsibility; other actors, namely US, are tangentially involved as they very largely involved in the investigation condemning Iran and providing aid to SAU see https://www.cnbc.com/2019/09/20/oil-drone-attack-damage-revealed-at-saudi-aramco-facility.html",,,,,,,,,,,,,,
482,URI BASE ATTACK,2016,2,PAK,IND,,,CONVENTIONAL,,2,,1,2,1,1,1,1,0,1,NEUTRAL,NEUTRAL,0,,,,,,,,,,,,,,,
474,HOUTHI REBELLION,2015,4,SAU,IRN,,,CONVENTIONAL,,3,,1,10,0,0,1,1,1,2,NEUTRAL,NEUTRAL,1,"The actors listed in the ICB are SAU and UAE, but this crisis seems to follow Iran-backed Houthi Rebels versus Saudi Arabia. This crisis is also ongoing, with no dates listed in the ICB--so complexity for this case is higher",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Turkish Straits,1946,,RUS,TUR,,,CONVENTIONAL,,2,1,0,3,0,1,1,1,1,3,LOSS,WIN,0,Sources: https://en.wikipedia.org/wiki/Turkish_straits_crisis,,,,,,,,,,,,,,
111,Turkish Straits,1946,,RUS,USA,,,CONVENTIONAL,CONVENTIONAL,2,3,0,3,0,1,1,1,1,3,LOSS,WIN,0,Sources: https://en.wikipedia.org/wiki/Turkish_straits_crisis,,,,,,,,,,,,,,
113,Communism In Hungary,1947,,RUS,HUN,,,OTHER,,2,1,0,2,0,1,1,0,1,1,WIN,LOSS,0,"Sources: https://en.wikipedia.org/wiki/Second_Hungarian_Republic
https://en.wikipedia.org/wiki/Paris_Peace_Treaties,_1947
https://en.wikipedia.org/wiki/Ferenc_Nagy#Coup_d'%C3%A9tat_of_1947",,,,,,,,,,,,,,
114,Truman Doctrine,1947,,,,,,,,,,,,,,,,,,,,0,Comments: NOT A CRISIS because just a combination of Turkish straits and Greek civil war. Sources: https://en.wikipedia.org/wiki/Truman_Doctrine,,,,,,,,,,,,,,
115,Marshall Plan,1947,,,,,,,,,,,,,,,,,,,,0,Comments: NOT A CRISIS because just Russia pressuring another member of USSR. Sources:https://en.wikipedia.org/wiki/Marshall_Plan,,,,,,,,,,,,,,
116,Indonesia Indep. II,1947,,NTH,INS,,,CONVENTIONAL,CONVENTIONAL,4,3,1,2,1,1,1,1,0,2,NEUTRAL,LOSS,0,"Sources: https://en.wikipedia.org/wiki/Indonesian_National_Revolution
https://en.wikipedia.org/wiki/Operation_Product
https://en.wikipedia.org/wiki/Renville_Agreement",,,,,,,,,,,,,,
118,Junagadh,1947,,IND,PAK,,,"CONVENTIONAL, ECONOMIC",CONVENTIONAL,3,2,1,2,0,0,1,1,0,2,WIN,LOSS,0,"Sources: https://en.wikipedia.org/wiki/Annexation_of_Junagadh
https://en.wikipedia.org/wiki/Radcliffe_Line",,,,,,,,,,,,,,
119,Kashmir I,1947,,PAK,IND,,,CONVENTIONAL,CONVENTIONAL,2,2,1,2,1,1,1,1,0,3,NEUTRAL,LOSS,0,"Sources:https://en.wikipedia.org/wiki/Indo-Pakistani_war_of_1947%E2%80%931948, ""Perspectives on Kashmir"" Raju G.C. Thomas 1992",,,,,,,,,,,,,,
120,Pal. Prt./Israel Ind.,1947,,ISR,EGY,,,CONVENTIONAL,CONVENTIONAL,4,4,1,6,0,0,1,1,0,3,WIN,LOSS,1,"Comments: Some debate about how to account for Palesine. Prior to the crisis, it was British Mandatory Palestine, but crisis triggered when Israel declares independence and Britain pulls out so not really involved. As of right now, just using remaining members of Arab coalition. Sources: https://en.wikipedia.org/wiki/1948_Palestine_war",,,,,,,,,,,,,,
120,Pal. Prt./Israel Ind.,1947,,ISR,IRQ,,,CONVENTIONAL,CONVENTIONAL,4,4,1,6,0,0,1,1,0,3,WIN,LOSS,1,"Comments: Some debate about how to account for Palesine. Prior to the crisis, it was British Mandatory Palestine, but crisis triggered when Israel declares independence and Britain pulls out so not really involved. As of right now, just using remaining members of Arab coalition.Sources: https://en.wikipedia.org/wiki/1948_Palestine_war",,,,,,,,,,,,,,
120,Pal. Prt./Israel Ind.,1947,,ISR,SYR,,,CONVENTIONAL,CONVENTIONAL,4,4,1,6,0,1,1,1,0,3,WIN,LOSS,1,"Comments: Some debate about how to account for Palesine. Prior to the crisis, it was British Mandatory Palestine, but crisis triggered when Israel declares independence and Britain pulls out so not really involved. As of right now, just using remaining members of Arab coalition. Sources: https://en.wikipedia.org/wiki/1948_Palestine_war",,,,,,,,,,,,,,
120,Pal. Prt./Israel Ind.,1947,,ISR,JOR,,,CONVENTIONAL,CONVENTIONAL,4,4,1,6,0,0,1,1,0,3,WIN,LOSS,1,"Comments: Some debate about how to account for Palesine. Prior to the crisis, it was British Mandatory Palestine, but crisis triggered when Israel declares independence and Britain pulls out so not really involved. As of right now, just using remaining members of Arab coalition. Sources: https://en.wikipedia.org/wiki/1948_Palestine_war",,,,,,,,,,,,,,
120,Pal. Prt./Israel Ind.,1947,,ISR,LEB,,,CONVENTIONAL,CONVENTIONAL,4,4,1,6,0,1,1,1,0,3,WIN,LOSS,1,"Comments: Some debate about how to account for Palesine. Prior to the crisis, it was British Mandatory Palestine, but crisis triggered when Israel declares independence and Britain pulls out so not really involved. As of right now, just using remaining members of Arab coalition. Sources: https://en.wikipedia.org/wiki/1948_Palestine_war",,,,,,,,,,,,,,
121,Communism In Czech.,1948,,,,,,,,,,,,,,,,,,,,,"Comments: Somewhat similar to Communism in Hungary crisis, but different. Instead of political arrests, USSR threatens general strike and communist militia took over Prague to stage mass demonstrations. Sources: https://en.wikipedia.org/wiki/1948_Czechoslovak_coup_d%27%C3%A9tat",,,,,,,,,,,,,,
123,Berlin Blockade,1948,,RUS,GFR,,,ECONOMIC,,3,3,0,8,0,1,1,1,0,2,LOSS,WIN,0,Sources: https://en.wikipedia.org/wiki/Berlin_Blockade,,,,,,,,,,,,,,
123,Berlin Blockade,1948,,RUS,USA,,,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",3,3,0,8,0,1,1,1,0,2,LOSS,WIN,0,Sources: https://en.wikipedia.org/wiki/Berlin_Blockade,,,,,,,,,,,,,,
123,Berlin Blockade,1948,,RUS,UKG,,,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",3,3,0,8,0,1,1,1,0,2,LOSS,WIN,0,Sources: https://en.wikipedia.org/wiki/Berlin_Blockade,,,,,,,,,,,,,,
125,China Civil War,1948,,RUS,CHN,,,CONVENTIONAL,CONVENTIONAL,4,3,1,3,0,0,1,1,1,3,WIN,LOSS,0,"Sources: https://en.wikipedia.org/wiki/Chinese_Civil_War, https://en.wikipedia.org/wiki/Second_Kuomintang-Communist_Civil_War, https://en.wikipedia.org/wiki/Liaoshen_campaign, https://en.wikipedia.org/wiki/Huaihai_campaign, https://en.wikipedia.org/wiki/Pingjin_campaign",,,,,,,,,,,,,,
125,China Civil War,1948,,RUS,USA,,,"CONVENTIONAL, ECONOMIC","CONVENTIONAL, ECONOMIC",3,2,0,3,0,1,1,1,1,3,WIN,LOSS,0,"Sources: https://en.wikipedia.org/wiki/Chinese_Civil_War, https://en.wikipedia.org/wiki/Second_Kuomintang-Communist_Civil_War, https://en.wikipedia.org/wiki/Liaoshen_campaign, https://en.wikipedia.org/wiki/Huaihai_campaign, https://en.wikipedia.org/wiki/Pingjin_campaign",,,,,,,,,,,,,,
127,Indonesia Indep. III,1948,,NTH,INS,,,CONVENTIONAL,CONVENTIONAL,4,4,1,3,1,1,1,1,0,2,LOSS,WIN,0,"Sources: https://en.wikipedia.org/wiki/Indonesian_National_Revolution
https://en.wikipedia.org/wiki/Operation_Kraai",,,,,,,,,,,,,,
127,Indonesia Indep. III,1948,,NTH,USA,,,,ECONOMIC,1,3,0,3,1,1,1,1,0,2,LOSS,WIN,0,"Sources: https://en.wikipedia.org/wiki/Indonesian_National_Revolution
https://en.wikipedia.org/wiki/Operation_Kraai",,,,,,,,,,,,,,
128,Sinai Incursion,1948,,ISR,EGY,,,CONVENTIONAL,CONVENTIONAL,4,4,1,3,0,0,1,1,0,3,NEUTRAL,NEUTRAL,0,"Sources: https://en.wikipedia.org/wiki/Battles_of_the_Sinai_(1948)
https://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War
https://en.wikipedia.org/wiki/Operation_Horev",,,,,,,,,,,,,,
128,Sinai Incursion,1948,,ISR,UKG,,,CONVENTIONAL,CONVENTIONAL,3,3,1,3,1,1,1,1,0,3,NEUTRAL,WIN,0,"Sources: https://en.wikipedia.org/wiki/Battles_of_the_Sinai_(1948)
https://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War
https://en.wikipedia.org/wiki/Operation_Horev",,,,,,,,,,,,,,
129,Pushtunistan I,1949,,PAK,AFG,,,CONVENTIONAL,CONVENTIONAL,3,2,1,2,0,0,1,1,0,2,LOSS,WIN,1,"Comments: Unclear if two-state crisis or civil, Pakistan alleges Afghanistan responsible for invasion but Afghanistan says just Pastun-separatists. If crisis, unclear who to count as initiator. Sources: https://en.wikipedia.org/wiki/Pashtunistan_conflict, https://en.wikipedia.org/wiki/Afghanistan%E2%80%93Pakistan_relations",,,,,,,,,,,,,,
132,Korean War I,1950,,PRK,ROK,,,"CONVENTIONAL, ECONOMIC","CONVENTIONAL, ECONOMIC",4,4,1,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,PRK,USA,,,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",4,4,1,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,PRK,UKG,,,CONVENTIONAL,CONVENTIONAL,3,3,1,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,PRK,CAN,,,CONVENTIONAL,CONVENTIONAL,3,2,1,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,PRK,AUL,,,CONVENTIONAL,CONVENTIONAL,3,2,1,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,PRK,NEW,,,CONVENTIONAL,CONVENTIONAL,3,2,1,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,PRK,NTH,,,CONVENTIONAL,CONVENTIONAL,3,2,1,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,RUS,ROK,,,ECONOMIC,,3,1,0,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
132,Korean War I,1950,,RUS,USA,,,OTHER,OTHER,2,2,0,9,0,1,1,1,0,4,,,0,"Comments: Battle ongoing, unable to determine result, as of crisis termination date, North Korea is looking better off. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/Operation_Pokpung, https://en.wikipedia.org/wiki/Battle_of_Osan, https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea",,,,,,,,,,,,,,
133,Korean War II,1950,,PRK,ROK,,,"CONVENTIONAL, ECONOMIC","CONVENTIONAL, ECONOMIC",4,4,1,13,0,,1,1,0,5,,,0,"Comments: Battle ongoing (see Korean War III), unable to determine final result, as of crisis termination date, South Korea side looking better. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea, https://en.wikipedia.org/wiki/People%27s_Volunteer_Army, https://en.wikipedia.org/wiki/Second_Phase_Offensive, https://en.wikipedia.org/wiki/UN_May%E2%80%93June_1951_counteroffensive",,,,,,,,,,,,,,
133,Korean War II,1950,,PRK,USA,,,CONVENTIONAL,"CONVENTIONAL, ECONOMIC",4,4,1,13,0,,1,1,0,5,,,0,"Comments: Battle ongoing (see Korean War III), unable to determine final result, as of crisis termination date, South Korea side looking better. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea, https://en.wikipedia.org/wiki/People%27s_Volunteer_Army, https://en.wikipedia.org/wiki/Second_Phase_Offensive, https://en.wikipedia.org/wiki/UN_May%E2%80%93June_1951_counteroffensive",,,,,,,,,,,,,,
133,Korean War II,1950,,PRK,UKG,,,CONVENTIONAL,CONVENTIONAL,3,3,1,13,0,,1,1,0,5,,,0,"Comments: Battle ongoing (see Korean War III), unable to determine final result, as of crisis termination date, South Korea side looking better. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea, https://en.wikipedia.org/wiki/People%27s_Volunteer_Army, https://en.wikipedia.org/wiki/Second_Phase_Offensive, https://en.wikipedia.org/wiki/UN_May%E2%80%93June_1951_counteroffensive",,,,,,,,,,,,,,
133,Korean War II,1950,,PRK,AUL,,,CONVENTIONAL,CONVENTIONAL,3,3,1,13,0,,1,1,0,5,,,0,"Comments: Battle ongoing (see Korean War III), unable to determine final result, as of crisis termination date, South Korea side looking better. Sources: https://en.wikipedia.org/wiki/Korean_War, https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea, https://en.wikipedia.org/wiki/People%27s_Volunteer_Army, https://en.wikipedia.org/wiki/Second_Phase_Offensive, https://en.wikipedia.org/wiki/UN_May%E2%80%93June_1951_counteroffensive",,,,,,,,,,,,,,
