"","crisno","year","crisname","history","crisis","victory1","prevail1","victory2","prevail2","nuclear_start_1","nuclear_start_2","ssbn_count_2024_1","ssbn_count_2024_2","ssbn_start_1","ssbn_start_2","hydrogen_start_1","hydrogen_start_2","sss_start_1","sss_start_2","coder","kinetic2","a1democracy","a2democracy","complexity","salience","independence","a2awareness","a1awareness","a2threat","a1threat"
"808",421,1996,"ZAIRE CIVILWAR",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"haley",1,1,0,"",5,"1",1,1,"CONVENTIONAL","CONVENTIONAL"
"809",421,1996,"ZAIRE CIVILWAR",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"haley",1,1,0,"",5,"1",1,1,"CONVENTIONAL","CONVENTIONAL"
"810",421,1996,"ZAIRE CIVILWAR",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"haley",1,0,0,"",3,"1",1,1,"CONVENTIONAL","CONVENTIONAL"
"811",421,1996,"ZAIRE CIVILWAR",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"haley",1,0,0,"",3,"1",1,1,"CONVENTIONAL","CONVENTIONAL"
"812",421,1996,"ZAIRE CIVILWAR",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"haley",1,0,0,"",3,"1",1,1,"CONVENTIONAL","CONVENTIONAL"
"813",421,1996,"ZAIRE CIVILWAR",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"haley",1,1,0,"",3,"1",1,1,"CONVENTIONAL","CONVENTIONAL"
"814",421,1996,"ZAIRE CIVILWAR",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"demarchi",1,0,0,"0",5,"0",1,1,"conventional","conventional"
"815",421,1996,"ZAIRE CIVILWAR",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"demarchi",1,0,0,"0",5,"0",1,1,"conventional","conventional"
"816",421,1996,"ZAIRE CIVILWAR",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"demarchi",1,0,0,"0",5,"0",1,1,"conventional","conventional"
"817",421,1996,"ZAIRE CIVILWAR",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"demarchi",1,0,0,"0",5,"0",1,1,"conventional","conventional"
"818",421,1996,"ZAIRE CIVILWAR",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"0",2,"0",1,1,"conventional","conventional"
"819",421,1996,"ZAIRE CIVILWAR",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"0",2,"0",1,1,"conventional","conventional"
"820",421,1996,"ZAIRE CIVILWAR",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"0",2,"0",1,1,"conventional","conventional"
"821",421,1996,"ZAIRE CIVILWAR",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"0",2,"0",1,1,"conventional","conventional"
"822",422,1997,"UNSCOM I",1,1,1,1,0,0,0,1,0,14,0,1,0,1,0,1,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","conventional"
"823",422,1997,"UNSCOM I",1,1,1,1,0,0,0,1,0,4,0,1,0,1,0,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","conventional"
"824",422,1997,"UNSCOM I",1,1,1,1,0,0,1,1,11,14,1,1,1,1,1,1,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"825",422,1997,"UNSCOM I",1,1,1,1,0,0,1,1,6,14,1,1,1,1,1,1,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"826",422,1997,"UNSCOM I",1,1,1,1,0,0,1,1,4,14,1,1,1,1,0,1,"demarchi",0,1,1,"1",1,"0",1,1,"conventional","none"
"827",422,1997,"UNSCOM I",1,1,1,1,0,0,1,1,11,4,1,1,1,1,1,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"828",422,1997,"UNSCOM I",1,1,1,1,0,0,1,1,6,4,1,1,1,1,1,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"829",422,1997,"UNSCOM I",1,1,1,1,0,0,1,1,4,4,1,1,1,1,0,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"830",422,1997,"UNSCOM I",2,1,0,1,0,1,0,1,0,14,0,1,0,1,0,1,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","conventional"
"831",422,1997,"UNSCOM I",2,1,0,1,0,1,0,1,0,4,0,1,0,1,0,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","conventional"
"832",422,1997,"UNSCOM I",2,1,0,1,0,1,1,1,11,14,1,1,1,1,1,1,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"833",422,1997,"UNSCOM I",2,1,0,1,0,1,1,1,6,14,1,1,1,1,1,1,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"834",422,1997,"UNSCOM I",2,1,0,1,0,1,1,1,4,14,1,1,1,1,0,1,"demarchi",0,1,1,"1",1,"0",1,1,"conventional","none"
"835",422,1997,"UNSCOM I",2,1,0,1,0,1,1,1,11,4,1,1,1,1,1,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"836",422,1997,"UNSCOM I",2,1,0,1,0,1,1,1,6,4,1,1,1,1,1,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"837",422,1997,"UNSCOM I",2,1,0,1,0,1,1,1,4,4,1,1,1,1,0,0,"demarchi",0,0,1,"1",1,"0",1,1,"conventional","none"
"838",422,1997,"UNSCOM I",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"demarchi",NA,NA,NA,"",NA,NA,NA,NA,"",""
"839",423,1998,"CYPRUS/TURKEY MISSILE",1,1,0,1,0,1,1,0,11,0,1,0,1,0,1,0,"demarchi",0,0,1,"1",2,"1",1,1,"conventional","conventional"
"840",423,1998,"CYPRUS/TURKEY MISSILE",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"1",2,"1",1,1,"conventional","conventional"
"841",423,1998,"CYPRUS/TURKEY MISSILE",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"1",2,"1",1,1,"conventional","conventional"
"842",423,1998,"CYPRUS/TURKEY MISSILE",2,1,0,1,0,1,1,0,11,0,1,0,1,0,1,0,"demarchi",0,0,1,"1",2,"1",1,1,"conventional","conventional"
"843",423,1998,"CYPRUS/TURKEY MISSILE",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"1",2,"1",1,1,"conventional","conventional"
"844",423,1998,"CYPRUS/TURKEY MISSILE",2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"demarchi",0,1,0,"1",2,"1",1,1,"conventional","conventional"
"845",424,1998,"ETHIOPIA-ERITREA I",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"demarchi",1,0,0,"0",3,"1",1,1,"conventional","conventional"
"846",425,1998,"INDIA/PAKISTAN NUCLEAR TESTS",1,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,"demarchi",0,1,0,"0",2,"1",1,1,"conventional","conventional"
"847",425,1998,"INDIA/PAKISTAN NUCLEAR TESTS",1,1,0,1,0,1,1,1,14,2,1,0,1,0,1,0,"demarchi",0,1,1,"0",1,"1",1,0,"none","economic"
"848",425,1998,"INDIA/PAKISTAN NUCLEAR TESTS",1,1,0,1,0,1,1,1,14,0,1,0,1,0,1,0,"demarchi",0,1,0,"0",1,"1",1,1,"none","economic"
"849",425,1998,"INDIA/PAKISTAN NUCLEAR TESTS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",NA,NA,NA,"",NA,NA,NA,NA,"",""
"850",425,1998,"INDIA/PAKISTAN NUCLEAR TESTS",3,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,"max",0,1,0,"0",2,"1",1,1,"conventional","conventional"
"851",425,1998,"INDIA/PAKISTAN NUCLEAR TESTS",3,1,1,1,0,0,1,1,14,2,1,0,1,0,1,0,"max",0,1,1,"0",1,"1",1,0,"none","economic"
"852",425,1998,"INDIA/PAKISTAN NUCLEAR TESTS",3,1,0,0,1,1,1,1,14,0,1,0,1,0,1,0,"max",0,1,0,"0",1,"1",1,1,"none","economic"
"853",426,1998,"DRC Civil War",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",4,"1",1,1,"conventional","conventional"
"854",426,1998,"DRC Civil War",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",4,"1",1,1,"conventional","conventional"
"855",426,1998,"DRC Civil War",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",2,"1",1,1,"none","conventional"
"856",426,1998,"DRC Civil War",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",3,"1",1,1,"conventional","conventional"
"857",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,NA,0,"0",3,"1",1,1,"none","conventional"
"858",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,NA,0,"0",3,"1",1,1,"none","conventional"
"859",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,NA,0,"0",3,"1",1,1,"none","conventional"
"860",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,NA,0,"0",3,"1",1,1,"none","conventional"
"861",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",3,"1",1,1,"none","conventional"
"862",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",3,"1",1,1,"none","conventional"
"863",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",2,"1",1,1,"none","none"
"864",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",2,"1",1,1,"none","none"
"865",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,NA,0,"0",2,"1",1,1,"none","none"
"866",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,NA,0,"0",2,"1",1,1,"none","none"
"867",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",2,"1",1,1,"none","none"
"868",426,1998,"DRC Civil War",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",2,"1",1,1,"none","none"
"869",427,1998,"US Embassy Bombings",1,1,0,0,1,1,0,1,0,14,0,1,0,1,0,1,"sahil",1,0,1,"0",4,"1",1,1,"none","conventional"
"870",429,1998,"UNSCOM II",1,1,0,0,1,1,0,1,0,14,0,1,0,1,0,1,"sahil",1,0,1,"0",3,"0",1,1,"conventional","other"
"871",429,1998,"UNSCOM II",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,1,"0",3,"0",1,1,"conventional","other"
"872",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",5,"0",1,1,"conventional","conventional"
"873",430,1999,"Kosovo",1,1,1,1,0,0,1,0,14,0,1,0,1,0,1,0,"sahil",1,1,0,"1",4,"0",1,1,"none","conventional"
"874",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"875",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"876",430,1999,"Kosovo",1,1,1,1,0,0,1,0,4,0,1,0,1,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"877",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"878",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"879",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"880",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"881",430,1999,"Kosovo",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"882",430,1999,"Kosovo",1,1,1,1,0,0,1,0,4,0,1,0,1,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"883",431,1999,"Kargil",1,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,"sahil",1,0,1,"0",4,"0",1,1,"conventional","conventional"
"884",432,1999,"East Timor II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,1,"0",3,"1",1,1,"none","conventional"
"885",432,1999,"East Timor II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,1,"0",1,"1",0,1,"none","conventional"
"886",432,1999,"East Timor II",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,1,"0",1,"1",0,1,"none","conventional"
"887",434,2001,"Afghanistan/US",1,1,1,1,0,0,0,1,0,14,0,1,0,1,0,1,"sahil",1,0,1,"0",5,"1",1,1,"none","conventional"
"888",434,2001,"Afghanistan/US",1,1,0,0,1,1,1,0,4,0,1,0,1,0,0,0,"sahil",1,1,0,"0",4,"1",1,1,"none","conventional"
"889",435,2001,"India Parliament Attack",1,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,"sahil",1,0,1,"0",3,"0",1,1,"conventional","conventional"
"890",436,2002,"Kaluchak",1,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,"sahil",1,0,1,"0",4,"0",1,1,"conventional","conventional"
"891",437,2002,"Myanmar-Thailand",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",NA,NA,NA,"0",NA,NA,NA,NA,"",""
"892",438,2002,"Parsley Island",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sahil",0,0,1,"0",1,"1",1,1,"conventional","conventional"
"893",439,2002,"Pankisi Gorge",1,1,1,1,0,0,1,0,14,0,1,0,1,0,1,0,"sahil",1,1,0,"0",2,"0",1,1,"none","conventional"
"894",439,2002,"Pankisi Gorge",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,1,"0",3,"0",1,1,"conventional","conventional"
"895",439,2002,"Pankisi Gorge",1,1,1,1,0,0,1,0,11,0,1,0,1,0,1,0,"sahil",0,0,0,"1",2,"0",1,1,"none","conventional"
"896",440,2002,"Iraq Regime Change",1,1,1,1,0,0,1,0,14,0,1,0,1,0,1,0,"sahil",1,1,0,"0",4,"0",1,1,"none","conventional"
"897",440,2002,"Iraq Regime Change",1,1,1,1,0,0,1,0,4,0,1,0,1,0,0,0,"sahil",1,1,0,"0",4,"0",1,1,"none","conventional"
"898",440,2002,"Iraq Regime Change",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"899",440,2002,"Iraq Regime Change",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",0,1,"none","conventional"
"900",441,2002,"North Korea Nuclear II",1,1,0,1,0,1,0,1,0,14,0,1,0,1,0,1,"sahil",0,0,1,"0",2,"0",1,1,"none","nuclear"
"901",442,2003,"Iran Nuclear Crisis",1,1,0,0,1,1,0,1,0,4,0,1,0,1,0,0,"sahil",0,0,1,"0",3,"1",1,1,"none","nuclear"
"902",442,2003,"Iran Nuclear Crisis",1,1,0,0,1,1,0,1,0,4,0,1,0,1,0,0,"sahil",0,0,1,"0",3,"1",1,1,"none","nuclear"
"903",442,2003,"Iran Nuclear Crisis",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"sahil",0,0,1,"0",3,"1",1,1,"none","nuclear"
"904",443,2003,"Haifa Suicide Bombing",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"sahil",1,1,0,"0",3,"0",1,1,"none","conventional"
"905",444,2004,"DRC/Rwanda",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",4,"0",1,1,"none","conventional"
"906",444,2004,"DRC/Rwanda",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"sahil",1,0,0,"0",2,"0",1,1,"none","conventional"
"907",445,2004,"S. OSSETIA/ABKHAZIA",1,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"amy zhang",1,1,0,"0",2,"0",1,1,"conventional","conventional"
"908",445,2004,"SOUTH OSSETIA-ABKHAZIA",1,1,1,1,0,0,1,0,11,0,1,0,1,0,1,0,"cecilia",4,1,1,"0",3,NA,0,1,"3",""
"909",446,2005,"ETHIOPIA-ERITREA II",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,1,0,"0",1,"1",1,1,"conventional",""
"910",446,2005,"ETHIOPIA-ERITREA II",2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",2,1,1,"0",NA,"1",0,1,"2",""
"911",447,2005,"CHAD-SUDAN I",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,1,0,"0",3,"1",1,1,"conventional",""
"912",447,2005,"CHAD-SUDAN I",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",2,0,1,"0",2,NA,0,1,"2",""
"913",448,2006,"IRAN NUCLEAR II",1,1,0,1,0,1,0,1,0,14,0,1,0,1,0,1,"cecilia",0,0,1,"1",3,"0",1,1,"economic",""
"914",448,2006,"IRAN NUCLEAR II",1,1,0,0,0,1,0,1,0,4,0,1,0,1,0,0,"amy zhang",0,0,0,"0",2,"0",1,1,"economic","nuclear"
"915",448,2006,"IRAN NUCLEAR II",2,1,0,1,0,1,0,1,0,4,0,1,0,1,0,0,"cecilia",0,0,1,"0",3,"0",1,1,"economic",""
"916",448,2006,"IRAN NUCLEAR II",2,1,0,1,0,1,0,1,0,4,0,1,0,1,0,0,"cecilia",0,0,1,"0",3,"0",1,1,"economic",""
"917",448,2006,"IRAN NUCLEAR II",2,1,0,1,0,1,0,1,0,14,0,1,0,1,0,1,"cecilia",0,0,1,"0",3,"0",1,1,"economic",""
"918",450,2006,"N. KOREA NUCLEAR III",1,1,0,1,0,1,1,1,0,14,0,1,0,1,0,1,"amy zhang",0,0,1,"1",4,"0",1,1,"economic","nuclear"
"919",450,2006,"N. KOREA NUCLEAR III",2,1,0,0,0,1,1,1,0,14,0,1,0,1,0,1,"amy zhang",0,0,1,"0",3,"0",1,1,"economic",""
"920",450,2006,"N. KOREA NUCLEAR III",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"cecilia",0,0,1,"0",3,"0",1,1,"economic","nuclear"
"921",450,2006,"N. KOREA NUCLEAR III",1,1,0,1,0,1,1,1,0,6,0,1,0,1,0,1,"amy zhang",0,0,0,"0",2,"0",1,1,"economic","nuclear"
"922",450,2006,"N. KOREA NUCLEAR III",1,1,0,1,0,1,1,1,0,11,0,1,0,1,0,1,"cecilia",0,0,0,"0",2,"0",1,1,"economic","nuclear"
"923",450,2006,"N. KOREA NUCLEAR III",2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"amy zhang",0,0,1,"0",3,"0",1,1,"economic","nuclear"
"924",450,2006,"N. KOREA NUCLEAR III",2,1,0,0,0,1,1,1,0,6,0,1,0,1,0,1,"cecilia",0,0,0,"0",2,"0",1,1,"economic","nuclear"
"925",450,2006,"N. KOREA NUCLEAR III",2,1,0,0,0,1,1,1,0,11,0,1,0,1,0,1,"amy zhang",0,0,0,"0",2,"0",1,1,"economic","nuclear"
"926",450,2006,"N. KOREA NUCLEAR III",2,1,0,1,0,1,1,1,0,14,0,1,0,1,0,1,"cecilia",0,0,1,"0",4,"0",1,1,"","NUCLEAR"
"927",451,2006,"ISRAEL LEBANON WAR II",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,"amy zhang",1,0,1,"0",3,"1",1,1,"","conventional"
"928",451,2006,"ISRAEL LEBANON WAR II",2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"cecilia",1,1,1,"3",3,"0",1,1,"","CONVENTIONAL"
"929",453,2007,"CHAD-SUDAN III",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",1,1,0,"0",1,"0",1,1,"","conventional"
"930",453,2007,"CHAD-SUDAN III",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"amy zhang",NA,NA,NA,"",NA,NA,NA,NA,"",""
"931",453,2007,"CHAD-SUDAN III",3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",0,0,0,"0",2,"0",1,1,"","CONVENTIONAL"
"932",454,2007,"ETHIOPIA-ERITREA III",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",1,1,0,"0",1,"0",1,1,"","border"
"933",454,2007,"ETHIOPIA-ERITREA III",2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",0,1,0,"0",1,"0",1,1,"","BORDER"
"934",455,2007,"CHAD-SUDAN IV",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,1,0,"0",2,"0",1,1,"","conventional"
"935",455,2007,"CHAD-SUDAN IV",2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",0,0,0,"0",2,"0",1,1,"","COVENTIONAL"
"936",456,2008,"DJIBOUTI-ERITREA",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",1,0,0,"0",3,"1",1,1,"border",""
"937",456,2008,"DJIBOUTI-ERITREA",2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"cecilia",1,0,1,"0",3,"1",1,1,"","CONVENTIONAL"
"938",457,2008,"PREAH VIHEAR TEMPLE I",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,1,0,"0",2,"1",1,1,"","border"
"939",457,2008,"PREAH VIHEAR TEMPLE I",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"amy zhang",NA,NA,NA,"",NA,NA,NA,NA,"",""
"940",457,2008,"PREAH VIHEAR TEMPLE I",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"cecilia",0,0,0,"0",1,"0",1,0,"","CONVENTIONAL"
"941",458,2008,"RUSSO-GEORGIAN WAR",1,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"amy zhang",1,1,0,"0",3,"0",1,1,"conventional",""
"942",458,2008,"RUSSO-GEORGIAN WAR",2,1,0,0,1,1,0,1,0,11,0,1,0,1,0,1,"amy zhang",1,1,0,"0",3,"0",1,1,"conventional","conventional"
"943",458,2008,"RUSSO-GEORGIAN WAR",3,1,1,1,0,0,1,0,11,0,1,0,1,0,1,0,"cecilia",1,0,1,"0",3,"0",1,1,"","CONVENTIONAL"
"944",459,2009,"N. KOREA NUCLEAR IV",1,1,1,1,0,1,1,1,0,14,0,1,0,1,0,1,"amy zhang",0,0,1,"1",4,"0",1,1,"","nuclear"
"945",459,2009,"N. KOREA NUCLEAR IV",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"amy zhang",0,0,1,"0",3,"0",1,1,"","nuclear"
"946",459,2009,"N. KOREA NUCLEAR IV",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"amy zhang",0,0,1,"0",3,"0",1,1,"","nuclear"
"947",459,2009,"N. KOREA NUCLEAR IV",2,1,1,1,0,0,1,1,0,14,0,1,0,1,0,1,"cecilia",4,0,1,"0",4,"0",1,1,"","NUCLEAR"
"948",459,2009,"N. KOREA NUCLEAR IV",2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"amy zhang",4,0,1,"0",4,"0",1,1,"","NUCLEAR"
"949",459,2009,"N. KOREA NUCLEAR IV",2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"amy zhang",4,0,1,"0",4,"0",1,1,"","NUCLEAR"
"950",460,2009,"CHAD-SUDAN V",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,1,0,"0",2,"0",1,1,"conventional","conventional"
"951",461,2010,"CHEONAN SINKING",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"amy zhang",1,0,1,"0",2,"1",1,1,"","conventional"
"952",462,2010,"YEONPYEONG ISLAND",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"amy zhang",1,0,1,"0",2,"1",1,1,"","conventional"
"953",463,2011,"PREAH VIHEAR TEMPLE II",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,1,0,"0",1,"0",1,1,"conventional","conventional"
"954",464,2011,"LIBYAN CIVILWAR",1,1,0,1,0,1,1,0,14,0,1,0,1,0,1,0,"cecilia",1,1,0,"1",1,"0",1,1,"conventional",""
"955",464,2011,"LIBYAN CIVILWAR",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,1,0,"1",1,"0",1,1,"conventional","conventional"
"956",466,2011,"SUDAN-SOUTH SUDAN",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"amy zhang",1,0,0,"0",1,"1",1,1,"conventional",""
"957",469,2013,"N. KOREA NUCLEAR V",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"amy zhang",0,1,0,"0",4,"0",1,1,"nuclear","conventional"
"958",469,2013,"N. KOREA NUCLEAR V",1,1,0,1,0,0,1,1,14,0,1,0,1,0,1,0,"amy zhang",0,1,0,"0",3,"0",1,1,"nuclear","economic"
"959",469,2013,"N. KOREA NUCLEAR V",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"amy zhang",0,1,0,"0",4,"0",1,1,"nuclear","economic"
"960",469,2013,"N. KOREA NUCLEAR V",1,1,1,1,0,0,1,1,6,0,1,0,1,0,1,0,"amy zhang",0,0,0,"0",1,"0",1,1,"","other"
"961",470,2013,"SYRIA CHEMICAL WEAPONS",1,1,0,1,0,0,1,0,14,0,1,0,1,0,1,0,"amy zhang",0,1,0,"0",1,"1",1,1,"","conventional"
"962",471,2014,"CRIMEA-DONBAS",1,1,0,1,0,1,1,0,11,0,1,0,1,0,1,0,"amy zhang",1,0,1,"0",2,"0",1,1,"","conventional"
"963",472,2014,"CHINESE OIL RIG",1,1,0,1,0,1,0,1,0,6,0,1,0,1,0,1,"cecilia",0,0,0,"0",1,"1",1,1,"conventional",""
"964",473,2014,"INDIA-PAKISTAN BORDER FIRING",1,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,"cecilia",1,1,0,"0",1,"0",1,1,"conventional","conventional"
"965",474,2015,"HOUTHI REBELLION",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"cecilia",1,0,0,"1",2,"1",1,1,"","CONVENTIONAL"
"966",475,2015,"KOREAN LAND MINE",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"cecilia",1,1,0,"0",1,"1",1,1,"conventional",""
"967",476,2015,"TURKEY-RUSSIA JET INCIDENT",1,1,0,1,0,1,0,1,0,11,0,1,0,1,0,1,"cecilia",1,1,0,"1",2,"1",1,1,"",""
